警察署,番号,事故内容,死者数,負傷者数,路線コード,市区町コード,市区町,発生年月日,発生時間,昼夜間_夜,曜日,天候,路面状態,道路形状,信号機,道路線形,事故類型,年齢(当事者1),年齢(当事者2),当事者種別(当事者1),当事者種別(当事者2),中央分離施設,緯度（北緯）,経度（東経）
神戸西,5,負傷,0,2,１７５号,111,神戸市西区,20170103,1,夜間_夜,火,晴,乾燥,交差点付近(その他),点灯(３灯式),直線(平坦),車両相互,25～34歳以下,45～54歳以下,乗用車(普通車),乗用車(普通車),中央分離なし,34.68424417,134.9824619
神戸西,7,負傷,0,1,神戸明石線,111,神戸市西区,20170103,21,夜間_夜,火,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,35～44歳以下,0～24歳以下,乗用車(軽自動車),軽車両(自転車),中央分離なし,34.66226528,135.0235903
神戸西,8,負傷,0,1,２号,111,神戸市西区,20170103,17,夜間_暮,火,晴,乾燥,単路(その他),施設なし,直線(平坦),車両相互,35～44歳以下,65～74歳以下,乗用車(軽自動車),貨物車(軽自動車),中央分離なし,34.67265083,135.0435056
神戸西,11,負傷,0,7,一般市道,111,神戸市西区,20170103,20,夜間_夜,火,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,25～34歳以下,0～24歳以下,乗用車(普通車),貨物車(普通車),中央分離なし,34.67311111,134.971595
有馬,2,負傷,0,2,灘三田線,109,神戸市北区,20170103,12,昼間_昼,火,曇,乾燥,単路(その他),施設なし,直線(平坦),車両相互,0～24歳以下,0～24歳以下,乗用車(普通車),乗用車(普通車),中央線(ペイント),34.84903167,135.1934061
神戸北,1,負傷,0,1,長田箕谷線,109,神戸市北区,20170103,9,昼間_昼,火,晴,乾燥,交差点付近(その他),施設なし,直線(下り),車両相互,55～64歳以下,45～54歳以下,乗用車(普通車),二輪車(原付二種),中央分離帯,34.69908167,135.1270075
東灘,5,負傷,0,1,一般市道,101,神戸市東灘区,20170104,17,夜間_暮,水,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,75歳以上,35～44歳以下,乗用車(普通車),軽車両(自転車),中央線(ペイント),34.71646444,135.2578556
灘,3,負傷,0,1,一般市道,102,神戸市灘区,20170104,11,昼間_昼,水,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,55～64歳以下,75歳以上,乗用車(軽自動車),二輪車(原付自転車),中央分離なし,34.71154278,135.2356558
生田,6,負傷,0,1,一般市道,110,神戸市中央区,20170104,18,夜間_夜,水,晴,乾燥,交差点付近(その他),施設なし,直線(平坦),車両単独,25～34歳以下,不明・単独事故,二輪車(原付二種),相手なし,中央分離なし,34.69974333,135.1914181
兵庫,5,負傷,0,1,湊町線,105,神戸市兵庫区,20170104,11,昼間_昼,水,晴,乾燥,単路(その他),施設なし,直線(平坦),車両相互,25～34歳以下,55～64歳以下,乗用車(普通車),乗用車(普通車),中央線(ペイント),34.6803775,135.1649461
兵庫,6,負傷,0,1,一般市道,105,神戸市兵庫区,20170104,11,昼間_昼,水,晴,乾燥,交差点(その他),点滅(１灯式),直線(平坦),車両相互,0～24歳以下,45～54歳以下,貨物車(軽自動車),二輪車(原付自転車),中央分離なし,34.67266361,135.1620386
兵庫,7,負傷,0,2,山手幹線（神戸市）,105,神戸市兵庫区,20170104,18,夜間_夜,水,晴,乾燥,単路(トンネル),点灯(３灯式),直線(平坦),車両相互,45～54歳以下,45～54歳以下,乗用車(軽自動車),貨物車(軽自動車),中央線(ペイント),34.67948528,135.1674489
須磨,1,負傷,0,1,一般市道,107,神戸市須磨区,20170104,13,昼間_昼,水,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,45～54歳以下,55～64歳以下,乗用車(普通車),二輪車(原付二種),中央線(ペイント),34.65925194,135.1320536
垂水,8,負傷,0,1,一般市道,108,神戸市垂水区,20170104,10,昼間_昼,水,晴,乾燥,単路(その他),施設なし,直線(平坦),車両相互,25～34歳以下,0～24歳以下,乗用車(普通車),乗用車(普通車),中央線(ペイント),34.67196417,135.0554014
垂水,9,負傷,0,3,一般市道,108,神戸市垂水区,20170104,11,昼間_昼,水,晴,乾燥,単路(カーブ・屈折),施設なし,カーブ・屈折(左・上り),車両相互,45～54歳以下,45～54歳以下,貨物車(軽自動車),乗用車(軽自動車),中央線(ペイント),34.64638778,135.0824664
神戸西,15,負傷,0,1,西神中央線,111,神戸市西区,20170104,19,夜間_夜,水,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,35～44歳以下,65～74歳以下,乗用車(普通車),軽車両(自転車),中央分離なし,34.72538944,135.0096906
神戸西,17,負傷,0,1,西神中央線,111,神戸市西区,20170104,9,昼間_昼,水,晴,乾燥,単路(その他),施設なし,直線(平坦),車両相互,55～64歳以下,0～24歳以下,乗用車(普通車),二輪車(原付自転車),中央分離帯,34.681595,135.0608244
有馬,3,負傷,0,1,一般市道,109,神戸市北区,20170104,15,昼間_昼,水,曇,乾燥,交差点付近(その他),点灯(３灯式),直線(平坦),車両相互,45～54歳以下,0～24歳以下,乗用車(普通車),乗用車(普通車),中央線(ペイント),34.86584111,135.2127681
有馬,7,負傷,0,1,三木三田線,109,神戸市北区,20170104,21,夜間_夜,水,晴,乾燥,交差点付近(その他),点灯(３灯式),直線(平坦),車両相互,35～44歳以下,45～54歳以下,乗用車(普通車),乗用車(軽自動車),中央線(ペイント),34.83566306,135.2073511
神戸北,2,負傷,0,1,神戸三田線,109,神戸市北区,20170104,9,昼間_昼,水,晴,乾燥,交差点付近(その他),施設なし,直線(平坦),車両相互,65～74歳以下,35～44歳以下,乗用車(普通車),軽車両(自転車),中央線(ペイント),34.76122111,135.1629767
神戸北,3,負傷,0,1,神戸三田線,109,神戸市北区,20170104,10,昼間_昼,水,晴,乾燥,交差点付近(その他),点灯(３灯式),直線(平坦),車両相互,35～44歳以下,55～64歳以下,乗用車(軽自動車),乗用車(普通車),中央線(ペイント),34.76973917,135.1883392
東灘,6,負傷,0,1,４３号,101,神戸市東灘区,20170105,6,夜間_夜間_明,木,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,65～74歳以下,25～34歳以下,乗用車(普通車),軽車両(自転車),中央分離なし,34.71108306,135.2599961
東灘,7,負傷,0,1,一般市道,101,神戸市東灘区,20170105,18,夜間_夜,木,晴,乾燥,交差点(その他),施設なし,直線(平坦),人対車両,75歳以上,65～74歳以下,乗用車(軽自動車),歩行者,中央分離なし,34.73095472,135.2888514
東灘,21,負傷,0,1,一般市道,101,神戸市東灘区,20170105,6,夜間_夜間_明,木,晴,乾燥,単路(その他),施設なし,直線(平坦),車両相互,25～34歳以下,65～74歳以下,貨物車(中型車),乗用車(普通車),中央線(ペイント),34.70796278,135.2765089
長田,2,負傷,0,2,一般市道,106,神戸市長田区,20170105,17,夜間_暮,木,曇,乾燥,交差点付近(その他),点灯(３灯式),直線(平坦),車両相互,35～44歳以下,35～44歳以下,貨物車(大型車),乗用車(軽自動車),中央分離帯,34.65230889,135.1416794
須磨,3,負傷,0,1,一般市道,107,神戸市須磨区,20170105,8,昼間_昼,木,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,65～74歳以下,35～44歳以下,二輪車(原付二種),乗用車(普通車),中央線(ペイント),34.65730944,135.1054411
須磨,4,負傷,0,1,一般市道,107,神戸市須磨区,20170105,21,夜間_夜,木,晴,乾燥,交差点(その他),施設なし,直線(下り),人対車両,65～74歳以下,45～54歳以下,乗用車(普通車),歩行者,中央線(ペイント),34.66965278,135.1048469
垂水,11,負傷,0,1,商大線,108,神戸市垂水区,20170105,14,昼間_昼,木,曇,乾燥,交差点(その他),点灯(３灯式),直線(上り),車両相互,35～44歳以下,35～44歳以下,乗用車(普通車),乗用車(普通車),中央分離なし,34.64168806,135.0500478
垂水,12,負傷,0,1,２号,108,神戸市垂水区,20170105,17,夜間_暮,木,曇,乾燥,単路(その他),施設なし,直線(平坦),車両相互,45～54歳以下,45～54歳以下,乗用車(軽自動車),二輪車(原付二種),中央線(ペイント),34.62842111,135.0435014
垂水,13,負傷,0,1,多聞小寺線,108,神戸市垂水区,20170105,22,夜間_夜,木,曇,乾燥,交差点(その他),点灯(３灯式),直線(平坦),人対車両,0～24歳以下,35～44歳以下,乗用車(普通車),歩行者,中央分離なし,34.6701275,135.0603433
垂水,22,負傷,0,1,長坂垂水線,108,神戸市垂水区,20170105,12,昼間_昼,木,晴,乾燥,交差点付近(その他),点灯(３灯式),直線(平坦),車両相互,35～44歳以下,35～44歳以下,乗用車(普通車),乗用車(普通車),中央分離帯,34.64424944,135.0643289
神戸西,19,負傷,0,1,神戸加古川姫路線,111,神戸市西区,20170105,17,夜間_暮,木,晴,乾燥,交差点付近(その他),施設なし,直線(平坦),車両相互,35～44歳以下,45～54歳以下,乗用車(普通車),貨物車(中型車),中央分離帯,34.72082056,135.0400533
神戸西,29,負傷,0,1,西神中央線,111,神戸市西区,20170105,14,昼間_昼,木,晴,乾燥,交差点付近(その他),点灯(３灯式),直線(平坦),車両相互,55～64歳以下,25～34歳以下,乗用車(中型車),乗用車(軽自動車),中央分離帯,34.68356528,135.0496236
高速隊,16,負傷,0,1,阪神高速神戸西宮,110,神戸市中央区,20170106,15,昼間_昼,金,晴,乾燥,単路(その他),施設なし,直線(平坦),車両相互,65～74歳以下,35～44歳以下,貨物車(軽自動車),乗用車(普通車),中央分離帯,34.67622806,135.1781172
高速隊,17,負傷,0,1,阪神高速神戸西宮,110,神戸市中央区,20170106,17,夜間_暮,金,晴,乾燥,単路(橋),施設なし,直線(平坦),車両相互,0～24歳以下,35～44歳以下,貨物車(普通車),貨物車(普通車),中央分離帯,34.68557833,135.1962469
東灘,8,負傷,0,1,４３号,101,神戸市東灘区,20170106,10,昼間_昼,金,晴,乾燥,単路(その他),施設なし,直線(平坦),車両相互,45～54歳以下,25～34歳以下,乗用車(普通車),乗用車(普通車),中央分離なし,34.71133528,135.2700053
東灘,18,負傷,0,1,一般市道,101,神戸市東灘区,20170106,17,夜間_暮,金,晴,乾燥,単路(その他),施設なし,直線(平坦),車両相互,75歳以上,35～44歳以下,乗用車(普通車),乗用車(普通車),中央分離なし,34.71383722,135.2589953
生田,5,負傷,0,1,新神戸停車場線,110,神戸市中央区,20170106,13,昼間_昼,金,晴,乾燥,単路(その他),施設なし,直線(平坦),人対車両,不明・単独事故,55～64歳以下,対象外当事者,歩行者,中央分離帯,34.69269778,135.1944544
兵庫,8,負傷,0,1,一般市道,105,神戸市兵庫区,20170106,11,昼間_昼,金,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),人対車両,45～54歳以下,65～74歳以下,貨物車(軽自動車),歩行者,中央分離なし,34.68583278,135.1646642
兵庫,9,負傷,0,1,一般市道,105,神戸市兵庫区,20170106,21,夜間_夜,金,晴,乾燥,単路(その他),施設なし,直線(平坦),人対車両,35～44歳以下,25～34歳以下,乗用車(普通車),歩行者,中央線(ペイント),34.68100389,135.1638672
長田,4,負傷,0,3,山手幹線（神戸市）,106,神戸市長田区,20170106,12,昼間_昼,金,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,65～74歳以下,45～54歳以下,乗用車(普通車),乗用車(普通車),中央分離なし,34.67000167,135.1537439
長田,5,負傷,0,1,一般市道,106,神戸市長田区,20170106,16,昼間_暮,金,晴,乾燥,単路(その他),施設なし,直線(平坦),車両相互,45～54歳以下,55～64歳以下,貨物車(大型車),乗用車(普通車),中央線(ペイント),34.64926639,135.1626122
須磨,5,負傷,0,1,神戸三木線,107,神戸市須磨区,20170106,15,昼間_昼,金,晴,乾燥,交差点(その他),施設なし,直線(平坦),人対車両,0～24歳以下,35～44歳以下,乗用車(普通車),歩行者,中央線(ペイント),34.67778083,135.1122828
垂水,15,負傷,0,1,一般交通の場所,108,神戸市垂水区,20170106,13,昼間_昼,金,晴,乾燥,一般交通の場所,施設なし,一般交通の場所,人対車両,45～54歳以下,65～74歳以下,乗用車(普通車),歩行者,一般交通の場所,34.64244528,135.0667072
垂水,16,負傷,0,1,神戸明石線,108,神戸市垂水区,20170106,18,夜間_暮,金,晴,乾燥,交差点付近(その他),施設なし,直線(下り),人対車両,75歳以上,65～74歳以下,乗用車(普通車),歩行者,中央線(ペイント),34.64961361,135.0877192
垂水,18,負傷,0,2,一般市道,108,神戸市垂水区,20170106,22,夜間_夜,金,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,25～34歳以下,0～24歳以下,乗用車(普通車),乗用車(軽自動車),中央分離なし,34.65869194,135.0833011
垂水,23,負傷,0,1,一般市道,108,神戸市垂水区,20170106,7,昼間_明,金,曇,乾燥,交差点付近(その他),施設なし,直線(平坦),車両相互,35～44歳以下,0～24歳以下,乗用車(普通車),乗用車(軽自動車),中央線(ペイント),34.66236083,135.0769708
神戸西,20,負傷,0,1,１７５号,111,神戸市西区,20170106,14,昼間_昼,金,晴,乾燥,交差点付近(その他),点灯(３灯式),直線(平坦),車両相互,25～34歳以下,45～54歳以下,貨物車(中型車),乗用車(軽自動車),中央分離帯,34.7688525,134.9831456
神戸西,31,負傷,0,1,一般市道,111,神戸市西区,20170106,15,昼間_昼,金,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,75歳以上,0～24歳以下,乗用車(普通車),軽車両(自転車),中央分離なし,34.66235167,135.023865
神戸西,58,負傷,0,1,１７５号,111,神戸市西区,20170106,7,昼間_明,金,晴,乾燥,単路(その他),施設なし,直線(平坦),車両相互,不明・単独事故,45～54歳以下,対象外当事者,乗用車(普通車),中央線(ペイント),34.75553556,134.9860814
有馬,5,負傷,0,2,一般市道,109,神戸市北区,20170106,15,昼間_昼,金,曇,乾燥,交差点付近(その他),点灯(３灯式),直線(平坦),車両相互,25～34歳以下,25～34歳以下,貨物車(普通車),乗用車(軽自動車),中央分離帯,34.86273111,135.2161797
有馬,6,負傷,0,1,一般市道,109,神戸市北区,20170106,17,夜間_暮,金,晴,乾燥,交差点付近(その他),施設なし,直線(下り),車両相互,25～34歳以下,55～64歳以下,乗用車(軽自動車),乗用車(軽自動車),中央分離帯,34.85636889,135.2203294
神戸北,4,負傷,0,1,神戸三田線,109,神戸市北区,20170106,16,昼間_暮,金,晴,乾燥,交差点付近(その他),点灯(３灯式),直線(平坦),車両相互,35～44歳以下,35～44歳以下,乗用車(普通車),乗用車(軽自動車),中央線(ペイント),34.76222639,135.1698086
神戸北,5,負傷,0,2,神戸加東線,109,神戸市北区,20170106,18,夜間_夜,金,晴,乾燥,交差点付近(その他),施設なし,直線(平坦),車両相互,25～34歳以下,25～34歳以下,乗用車(普通車),乗用車(普通車),中央線(ペイント),34.76830667,135.1045347
高速隊,44,負傷,0,1,第二神明,107,神戸市須磨区,20170107,13,昼間_昼,土,晴,乾燥,単路(その他),施設なし,直線(平坦),車両相互,75歳以上,25～34歳以下,乗用車(普通車),乗用車(普通車),中央分離帯,34.65082194,135.1064661
生田,7,負傷,0,1,山手幹線（神戸市）,110,神戸市中央区,20170107,12,昼間_昼,土,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,25～34歳以下,35～44歳以下,二輪車(原付自転車),貨物車(軽自動車),中央分離なし,34.6884475,135.1781814
